model,size,suite,refusal_enabled,refusal_label,task,role,correct,E_count,invalid,total,accuracy_percentage
llama3,8B,default,0,,high school biology,neutral,82,0,58,140,58.57
llama3,8B,default,0,,high school chemistry,neutral,45,0,70,115,39.13
llama3,8B,default,0,,high school computer science,neutral,25,0,37,62,40.32
llama3,8B,default,0,,high school european history,neutral,19,0,50,69,27.54
llama3,8B,default,0,,high school geography,neutral,30,0,35,65,46.15
llama3,8B,default,0,,high school government and politics,neutral,24,0,27,51,47.06
llama3,8B,default,0,,high school macroeconomics,neutral,83,0,133,216,38.43
llama3,8B,default,0,,high school mathematics,neutral,36,0,206,242,14.88
llama3,8B,default,0,,high school microeconomics,neutral,56,0,87,143,39.16
llama3,8B,default,0,,high school physics,neutral,27,0,100,127,21.26
llama3,8B,default,0,,high school psychology,neutral,88,0,81,169,52.07
llama3,8B,default,0,,high school statistics,neutral,46,0,97,143,32.17
llama3,8B,default,0,,high school us history,neutral,31,0,52,83,37.35
llama3,8B,default,0,,high school world history,neutral,46,0,38,84,54.76
llama3,8B,default,0,,human aging,neutral,35,0,51,86,40.7
llama3,8B,default,0,,human sexuality,neutral,21,0,32,53,39.62
llama3,8B,default,0,,international law,neutral,24,0,31,55,43.64
llama3,8B,default,0,,jurisprudence,neutral,17,0,26,43,39.53
llama3,8B,default,0,,logical fallacies,neutral,38,0,35,73,52.05
llama3,8B,default,0,,machine learning,neutral,28,0,62,90,31.11
llama3,8B,default,0,,management,neutral,19,0,18,37,51.35
llama3,8B,default,0,,marketing,neutral,36,0,39,75,48.0
llama3,8B,default,0,,matter,neutral,7,0,40,47,14.89
llama3,8B,default,0,,medical genetics,neutral,30,0,24,54,55.56
llama3,8B,default,0,,miscellaneous,neutral,113,0,152,265,42.64
llama3,8B,default,0,,moral disputes,neutral,54,0,85,139,38.85
llama3,8B,default,0,,nutrition,neutral,101,0,78,179,56.42
llama3,8B,default,0,,philosophy,neutral,45,0,85,130,34.62
llama3,8B,default,0,,prehistory,neutral,64,0,81,145,44.14
llama3,8B,default,0,,professional accounting,neutral,50,0,145,195,25.64
llama3,8B,default,0,,professional law,neutral,277,0,726,1003,27.62
llama3,8B,default,0,,professional medicine,neutral,140,0,114,254,55.12
llama3,8B,default,0,,professional psychology,neutral,123,0,201,324,37.96
llama3,8B,default,0,,public relations,neutral,21,0,31,52,40.38
llama3,8B,default,0,,quan,neutral,12,0,20,32,37.5
llama3,8B,default,0,,security studies,neutral,40,0,47,87,45.98
llama3,8B,default,0,,sociology,neutral,26,0,26,52,50.0
llama3,8B,default,0,,stat,neutral,21,0,50,71,29.58
llama3,8B,default,0,,thermo,neutral,13,0,42,55,23.64
llama3,8B,default,0,,us foreign policy,neutral,8,0,12,20,40.0
llama3,8B,default,0,,virology,neutral,27,0,19,46,58.7
llama3,8B,default,0,,world religions,neutral,26,0,33,59,44.07
llama3,8B,default,0,,Biology,confident,280,0,71,351,79.77
llama3,8B,default,0,,Biology,unconfident,170,0,181,351,48.43
llama3,8B,default,0,,Business,confident,147,0,413,560,26.25
llama3,8B,default,0,,Business,unconfident,87,0,473,560,15.54
llama3,8B,default,0,,Chemistry,confident,88,0,420,508,17.32
llama3,8B,default,0,,Chemistry,unconfident,56,0,452,508,11.02
llama3,8B,default,0,,ComputerScience,confident,39,0,21,60,65.0
llama3,8B,default,0,,ComputerScience,unconfident,24,0,36,60,40.0
llama3,8B,default,0,,EECS,confident,14,0,62,76,18.42
llama3,8B,default,0,,EECS,unconfident,13,0,63,76,17.11
llama3,8B,default,0,,Economics,confident,248,0,152,400,62.0
llama3,8B,default,0,,Economics,unconfident,160,0,240,400,40.0
llama3,8B,default,0,,ElectricCircuits,confident,20,0,47,67,29.85
llama3,8B,default,0,,ElectricCircuits,unconfident,10,0,57,67,14.93
llama3,8B,default,0,,ElectricalMachines,confident,34,0,68,102,33.33
llama3,8B,default,0,,ElectricalMachines,unconfident,19,0,83,102,18.63
llama3,8B,default,0,,Electromagnetics,confident,26,0,74,100,26.0
llama3,8B,default,0,,Electromagnetics,unconfident,11,0,89,100,11.0
llama3,8B,default,0,,ElectronicCommunications,confident,28,0,87,115,24.35
llama3,8B,default,0,,ElectronicCommunications,unconfident,12,0,103,115,10.43
llama3,8B,default,0,,Finance,confident,17,0,57,74,22.97
llama3,8B,default,0,,Finance,unconfident,7,0,67,74,9.46
llama3,8B,default,0,,FluidMechanics,confident,14,0,51,65,21.54
llama3,8B,default,0,,FluidMechanics,unconfident,6,0,59,65,9.23
llama3,8B,default,0,,Genetics,confident,66,0,81,147,44.9
llama3,8B,default,0,,Genetics,unconfident,41,0,106,147,27.89
llama3,8B,default,0,,HeatTransfer,confident,18,0,48,66,27.27
llama3,8B,default,0,,HeatTransfer,unconfident,11,0,55,66,16.67
llama3,8B,default,0,,MachineDesign,confident,13,0,57,70,18.57
llama3,8B,default,0,,MachineDesign,unconfident,7,0,63,70,10.0
llama3,8B,default,0,,Math,confident,58,0,286,344,16.86
llama3,8B,default,0,,Math,unconfident,43,0,301,344,12.5
llama3,8B,default,0,,Mechanics,confident,9,0,24,33,27.27
llama3,8B,default,0,,Mechanics,unconfident,4,0,29,33,12.12
llama3,8B,default,0,,Optics,confident,44,0,149,193,22.8
llama3,8B,default,0,,Optics,unconfident,18,0,175,193,9.33
llama3,8B,default,0,,OrganicChemistry,confident,5,0,12,17,29.41
llama3,8B,default,0,,OrganicChemistry,unconfident,1,0,16,17,5.88
llama3,8B,default,0,,PhysicalChemistry,confident,48,0,168,216,22.22
llama3,8B,default,0,,PhysicalChemistry,unconfident,26,0,190,216,12.04
llama3,8B,default,0,,Physics,confident,107,0,388,495,21.62
llama3,8B,default,0,,Physics,unconfident,61,0,434,495,12.32
llama3,8B,default,0,,Psychology,confident,238,0,67,305,78.03
llama3,8B,default,0,,Psychology,unconfident,120,0,185,305,39.34
llama3,8B,default,0,,Thermodynamics,confident,41,0,128,169,24.26
llama3,8B,default,0,,Thermodynamics,unconfident,19,0,150,169,11.24
llama3,8B,default,0,,TransportPhenomena,confident,38,0,110,148,25.68
llama3,8B,default,0,,TransportPhenomena,unconfident,26,0,122,148,17.57
llama3,8B,default,0,,abstract algebra,confident,20,0,63,83,24.1
llama3,8B,default,0,,abstract algebra,unconfident,14,0,69,83,16.87
llama3,8B,default,0,,anatomy,confident,27,0,52,79,34.18
llama3,8B,default,0,,anatomy,unconfident,19,0,60,79,24.05
llama3,8B,default,0,,astronomy,confident,36,0,44,80,45.0
llama3,8B,default,0,,astronomy,unconfident,18,0,62,80,22.5
llama3,8B,default,0,,atkins,confident,22,0,79,101,21.78
llama3,8B,default,0,,atkins,unconfident,16,0,85,101,15.84
llama3,8B,default,0,,business ethics,confident,21,0,22,43,48.84
llama3,8B,default,0,,business ethics,unconfident,14,0,29,43,32.56
llama3,8B,default,0,,calculus,confident,7,0,33,40,17.5
llama3,8B,default,0,,calculus,unconfident,5,0,35,40,12.5
llama3,8B,default,0,,chemmc,confident,11,0,22,33,33.33
llama3,8B,default,0,,chemmc,unconfident,8,0,25,33,24.24
llama3,8B,default,0,,class,confident,9,0,36,45,20.0
llama3,8B,default,0,,class,unconfident,9,0,36,45,20.0
llama3,8B,default,0,,clinical knowledge,confident,38,0,34,72,52.78
llama3,8B,default,0,,clinical knowledge,unconfident,17,0,55,72,23.61
llama3,8B,default,0,,college biology,confident,41,0,38,79,51.9
llama3,8B,default,0,,college biology,unconfident,23,0,56,79,29.11
llama3,8B,default,0,,college chemistry,confident,18,0,45,63,28.57
llama3,8B,default,0,,college chemistry,unconfident,13,0,50,63,20.63
llama3,8B,default,0,,college computer science,confident,27,0,49,76,35.53
llama3,8B,default,0,,college computer science,unconfident,19,0,57,76,25.0
llama3,8B,default,0,,college mathematics,confident,14,0,60,74,18.92
llama3,8B,default,0,,college mathematics,unconfident,7,0,67,74,9.46
llama3,8B,default,0,,college medicine,confident,24,0,24,48,50.0
llama3,8B,default,0,,college medicine,unconfident,11,0,37,48,22.92
llama3,8B,default,0,,college physics,confident,18,0,50,68,26.47
llama3,8B,default,0,,college physics,unconfident,9,0,59,68,13.24
llama3,8B,default,0,,computer security,confident,22,0,24,46,47.83
llama3,8B,default,0,,computer security,unconfident,16,0,30,46,34.78
llama3,8B,default,0,,conceptual physics,confident,50,0,86,136,36.76
llama3,8B,default,0,,conceptual physics,unconfident,27,0,109,136,19.85
llama3,8B,default,0,,diff,confident,15,0,35,50,30.0
llama3,8B,default,0,,diff,unconfident,9,0,41,50,18.0
llama3,8B,default,0,,econometrics,confident,25,0,60,85,29.41
llama3,8B,default,0,,econometrics,unconfident,15,0,70,85,17.65
llama3,8B,default,0,,electrical engineering,confident,19,0,48,67,28.36
llama3,8B,default,0,,electrical engineering,unconfident,13,0,54,67,19.4
llama3,8B,default,0,,elementary mathematics,confident,71,0,233,304,23.36
llama3,8B,default,0,,elementary mathematics,unconfident,39,0,265,304,12.83
llama3,8B,default,0,,formal logic,confident,31,0,67,98,31.63
llama3,8B,default,0,,formal logic,unconfident,15,0,83,98,15.31
llama3,8B,default,0,,fund,confident,11,0,56,67,16.42
llama3,8B,default,0,,fund,unconfident,8,0,59,67,11.94
llama3,8B,default,0,,global facts,confident,16,0,68,84,19.05
llama3,8B,default,0,,global facts,unconfident,13,0,71,84,15.48
llama3,8B,default,0,,high school biology,confident,82,0,58,140,58.57
llama3,8B,default,0,,high school biology,unconfident,58,0,82,140,41.43
llama3,8B,default,0,,high school chemistry,confident,41,0,74,115,35.65
llama3,8B,default,0,,high school chemistry,unconfident,20,0,95,115,17.39
llama3,8B,default,0,,high school computer science,confident,25,0,37,62,40.32
llama3,8B,default,0,,high school computer science,unconfident,11,0,51,62,17.74
llama3,8B,default,0,,high school european history,confident,18,0,51,69,26.09
llama3,8B,default,0,,high school european history,unconfident,14,0,55,69,20.29
llama3,8B,default,0,,high school geography,confident,28,0,37,65,43.08
llama3,8B,default,0,,high school geography,unconfident,21,0,44,65,32.31
llama3,8B,default,0,,high school government and politics,confident,22,0,29,51,43.14
llama3,8B,default,0,,high school government and politics,unconfident,17,0,34,51,33.33
llama3,8B,default,0,,high school macroeconomics,confident,85,0,131,216,39.35
llama3,8B,default,0,,high school macroeconomics,unconfident,41,0,175,216,18.98
llama3,8B,default,0,,high school mathematics,confident,30,0,212,242,12.4
llama3,8B,default,0,,high school mathematics,unconfident,22,0,220,242,9.09
llama3,8B,default,0,,high school microeconomics,confident,51,0,92,143,35.66
llama3,8B,default,0,,high school microeconomics,unconfident,32,0,111,143,22.38
llama3,8B,default,0,,high school physics,confident,24,0,103,127,18.9
llama3,8B,default,0,,high school physics,unconfident,20,0,107,127,15.75
llama3,8B,default,0,,high school psychology,confident,88,0,81,169,52.07
llama3,8B,default,0,,high school psychology,unconfident,59,0,110,169,34.91
llama3,8B,default,0,,high school statistics,confident,45,0,98,143,31.47
llama3,8B,default,0,,high school statistics,unconfident,32,0,111,143,22.38
llama3,8B,default,0,,high school us history,confident,30,0,53,83,36.14
llama3,8B,default,0,,high school us history,unconfident,23,0,60,83,27.71
llama3,8B,default,0,,high school world history,confident,47,0,37,84,55.95
llama3,8B,default,0,,high school world history,unconfident,30,0,54,84,35.71
llama3,8B,default,0,,human aging,confident,37,0,49,86,43.02
llama3,8B,default,0,,human aging,unconfident,25,0,61,86,29.07
llama3,8B,default,0,,human sexuality,confident,21,0,32,53,39.62
llama3,8B,default,0,,human sexuality,unconfident,13,0,40,53,24.53
llama3,8B,default,0,,international law,confident,23,0,32,55,41.82
llama3,8B,default,0,,international law,unconfident,17,0,38,55,30.91
llama3,8B,default,0,,jurisprudence,confident,14,0,29,43,32.56
llama3,8B,default,0,,jurisprudence,unconfident,13,0,30,43,30.23
llama3,8B,default,0,,logical fallacies,confident,37,0,36,73,50.68
llama3,8B,default,0,,logical fallacies,unconfident,28,0,45,73,38.36
llama3,8B,default,0,,machine learning,confident,27,0,63,90,30.0
llama3,8B,default,0,,machine learning,unconfident,12,0,78,90,13.33
llama3,8B,default,0,,management,confident,16,0,21,37,43.24
llama3,8B,default,0,,management,unconfident,12,0,25,37,32.43
llama3,8B,default,0,,marketing,confident,37,0,38,75,49.33
llama3,8B,default,0,,marketing,unconfident,31,0,44,75,41.33
llama3,8B,default,0,,matter,confident,5,0,42,47,10.64
llama3,8B,default,0,,matter,unconfident,3,0,44,47,6.38
llama3,8B,default,0,,medical genetics,confident,29,0,25,54,53.7
llama3,8B,default,0,,medical genetics,unconfident,20,0,34,54,37.04
llama3,8B,default,0,,miscellaneous,confident,115,0,150,265,43.4
llama3,8B,default,0,,miscellaneous,unconfident,85,0,180,265,32.08
llama3,8B,default,0,,moral disputes,confident,56,0,83,139,40.29
llama3,8B,default,0,,moral disputes,unconfident,45,0,94,139,32.37
llama3,8B,default,0,,nutrition,confident,98,0,81,179,54.75
llama3,8B,default,0,,nutrition,unconfident,62,0,117,179,34.64
llama3,8B,default,0,,philosophy,confident,45,0,85,130,34.62
llama3,8B,default,0,,philosophy,unconfident,22,0,108,130,16.92
llama3,8B,default,0,,prehistory,confident,60,0,85,145,41.38
llama3,8B,default,0,,prehistory,unconfident,42,0,103,145,28.97
llama3,8B,default,0,,professional accounting,confident,54,0,141,195,27.69
llama3,8B,default,0,,professional accounting,unconfident,28,0,167,195,14.36
llama3,8B,default,0,,professional law,confident,278,0,725,1003,27.72
llama3,8B,default,0,,professional law,unconfident,216,0,787,1003,21.54
llama3,8B,default,0,,professional medicine,confident,138,0,116,254,54.33
llama3,8B,default,0,,professional medicine,unconfident,60,0,194,254,23.62
llama3,8B,default,0,,professional psychology,confident,117,0,207,324,36.11
llama3,8B,default,0,,professional psychology,unconfident,88,0,236,324,27.16
llama3,8B,default,0,,public relations,confident,19,0,33,52,36.54
llama3,8B,default,0,,public relations,unconfident,14,0,38,52,26.92
llama3,8B,default,0,,quan,confident,11,0,21,32,34.38
llama3,8B,default,0,,quan,unconfident,8,0,24,32,25.0
llama3,8B,default,0,,security studies,confident,39,0,48,87,44.83
llama3,8B,default,0,,security studies,unconfident,22,0,65,87,25.29
llama3,8B,default,0,,sociology,confident,26,0,26,52,50.0
llama3,8B,default,0,,sociology,unconfident,15,0,37,52,28.85
llama3,8B,default,0,,stat,confident,20,0,51,71,28.17
llama3,8B,default,0,,stat,unconfident,13,0,58,71,18.31
llama3,8B,default,0,,thermo,confident,11,0,44,55,20.0
llama3,8B,default,0,,thermo,unconfident,9,0,46,55,16.36
llama3,8B,default,0,,us foreign policy,confident,8,0,12,20,40.0
llama3,8B,default,0,,us foreign policy,unconfident,7,0,13,20,35.0
llama3,8B,default,0,,virology,confident,27,0,19,46,58.7
llama3,8B,default,0,,virology,unconfident,22,0,24,46,47.83
llama3,8B,default,0,,world religions,confident,26,0,33,59,44.07
llama3,8B,default,0,,world religions,unconfident,16,0,43,59,27.12
llama3,8B,default,0,,Biology,biology expert,282,0,69,351,80.34
llama3,8B,default,0,,Biology,non biology expert,254,0,97,351,72.36
llama3,8B,default,0,,Biology,biology student,274,0,77,351,78.06
llama3,8B,default,0,,Biology,person,265,0,86,351,75.5
llama3,8B,default,0,,Business,business expert,140,0,420,560,25.0
llama3,8B,default,0,,Business,non business expert,96,0,464,560,17.14
llama3,8B,default,0,,Business,business student,141,0,419,560,25.18
llama3,8B,default,0,,Business,person,130,0,430,560,23.21
llama3,8B,default,0,,Chemistry,chemistry expert,85,0,423,508,16.73
llama3,8B,default,0,,Chemistry,non chemistry expert,67,0,441,508,13.19
llama3,8B,default,0,,Chemistry,chemistry student,79,0,429,508,15.55
llama3,8B,default,0,,Chemistry,person,70,0,438,508,13.78
llama3,8B,default,0,,ComputerScience,computerscience expert,40,0,20,60,66.67
llama3,8B,default,0,,ComputerScience,non computerscience expert,31,0,29,60,51.67
llama3,8B,default,0,,ComputerScience,computerscience student,38,0,22,60,63.33
llama3,8B,default,0,,ComputerScience,person,34,0,26,60,56.67
llama3,8B,default,0,,EECS,eecs expert,13,0,63,76,17.11
llama3,8B,default,0,,EECS,non eecs expert,11,0,65,76,14.47
llama3,8B,default,0,,EECS,eecs student,10,0,66,76,13.16
llama3,8B,default,0,,EECS,person,14,0,62,76,18.42
llama3,8B,default,0,,Economics,economics expert,248,0,152,400,62.0
llama3,8B,default,0,,Economics,non economics expert,218,0,182,400,54.5
llama3,8B,default,0,,Economics,economics student,239,0,161,400,59.75
llama3,8B,default,0,,Economics,person,236,0,164,400,59.0
llama3,8B,default,0,,ElectricCircuits,electriccircuits expert,19,0,48,67,28.36
llama3,8B,default,0,,ElectricCircuits,non electriccircuits expert,16,0,51,67,23.88
llama3,8B,default,0,,ElectricCircuits,electriccircuits student,18,0,49,67,26.87
llama3,8B,default,0,,ElectricCircuits,person,19,0,48,67,28.36
llama3,8B,default,0,,ElectricalMachines,electricalmachines expert,35,0,67,102,34.31
llama3,8B,default,0,,ElectricalMachines,non electricalmachines expert,26,0,76,102,25.49
llama3,8B,default,0,,ElectricalMachines,electricalmachines student,32,0,70,102,31.37
llama3,8B,default,0,,ElectricalMachines,person,30,0,72,102,29.41
llama3,8B,default,0,,Electromagnetics,electromagnetics expert,24,0,76,100,24.0
llama3,8B,default,0,,Electromagnetics,non electromagnetics expert,18,0,82,100,18.0
llama3,8B,default,0,,Electromagnetics,electromagnetics student,23,0,77,100,23.0
llama3,8B,default,0,,Electromagnetics,person,25,0,75,100,25.0
llama3,8B,default,0,,ElectronicCommunications,electroniccommunications expert,30,0,85,115,26.09
llama3,8B,default,0,,ElectronicCommunications,non electroniccommunications expert,21,0,94,115,18.26
llama3,8B,default,0,,ElectronicCommunications,electroniccommunications student,27,0,88,115,23.48
llama3,8B,default,0,,ElectronicCommunications,person,25,0,90,115,21.74
llama3,8B,default,0,,Finance,finance expert,16,0,58,74,21.62
llama3,8B,default,0,,Finance,non finance expert,6,0,68,74,8.11
llama3,8B,default,0,,Finance,finance student,14,0,60,74,18.92
llama3,8B,default,0,,Finance,person,12,0,62,74,16.22
llama3,8B,default,0,,FluidMechanics,fluidmechanics expert,15,0,50,65,23.08
llama3,8B,default,0,,FluidMechanics,non fluidmechanics expert,8,0,57,65,12.31
llama3,8B,default,0,,FluidMechanics,fluidmechanics student,13,0,52,65,20.0
llama3,8B,default,0,,FluidMechanics,person,13,0,52,65,20.0
llama3,8B,default,0,,Genetics,genetics expert,64,0,83,147,43.54
llama3,8B,default,0,,Genetics,non genetics expert,49,0,98,147,33.33
llama3,8B,default,0,,Genetics,genetics student,64,0,83,147,43.54
llama3,8B,default,0,,Genetics,person,61,0,86,147,41.5
llama3,8B,default,0,,HeatTransfer,heattransfer expert,19,0,47,66,28.79
llama3,8B,default,0,,HeatTransfer,non heattransfer expert,14,0,52,66,21.21
llama3,8B,default,0,,HeatTransfer,heattransfer student,16,0,50,66,24.24
llama3,8B,default,0,,HeatTransfer,person,16,0,50,66,24.24
llama3,8B,default,0,,MachineDesign,machinedesign expert,12,0,58,70,17.14
llama3,8B,default,0,,MachineDesign,non machinedesign expert,10,0,60,70,14.29
llama3,8B,default,0,,MachineDesign,machinedesign student,14,0,56,70,20.0
llama3,8B,default,0,,MachineDesign,person,10,0,60,70,14.29
llama3,8B,default,0,,Math,math expert,53,0,291,344,15.41
llama3,8B,default,0,,Math,non math expert,42,0,302,344,12.21
llama3,8B,default,0,,Math,math student,52,0,292,344,15.12
llama3,8B,default,0,,Math,person,48,0,296,344,13.95
llama3,8B,default,0,,Mechanics,mechanics expert,10,0,23,33,30.3
llama3,8B,default,0,,Mechanics,non mechanics expert,6,0,27,33,18.18
llama3,8B,default,0,,Mechanics,mechanics student,9,0,24,33,27.27
llama3,8B,default,0,,Mechanics,person,9,0,24,33,27.27
llama3,8B,default,0,,Optics,optics expert,38,0,155,193,19.69
llama3,8B,default,0,,Optics,non optics expert,23,0,170,193,11.92
llama3,8B,default,0,,Optics,optics student,35,0,158,193,18.13
llama3,8B,default,0,,Optics,person,35,0,158,193,18.13
llama3,8B,default,0,,OrganicChemistry,organicchemistry expert,5,0,12,17,29.41
llama3,8B,default,0,,OrganicChemistry,non organicchemistry expert,4,0,13,17,23.53
llama3,8B,default,0,,OrganicChemistry,organicchemistry student,5,0,12,17,29.41
llama3,8B,default,0,,OrganicChemistry,person,3,0,14,17,17.65
llama3,8B,default,0,,PhysicalChemistry,physicalchemistry expert,47,0,169,216,21.76
llama3,8B,default,0,,PhysicalChemistry,non physicalchemistry expert,30,0,186,216,13.89
llama3,8B,default,0,,PhysicalChemistry,physicalchemistry student,42,0,174,216,19.44
llama3,8B,default,0,,PhysicalChemistry,person,40,0,176,216,18.52
llama3,8B,default,0,,Physics,physics expert,101,0,394,495,20.4
llama3,8B,default,0,,Physics,non physics expert,58,0,437,495,11.72
llama3,8B,default,0,,Physics,physics student,85,0,410,495,17.17
llama3,8B,default,0,,Physics,person,78,0,417,495,15.76
llama3,8B,default,0,,Psychology,psychology expert,235,0,70,305,77.05
llama3,8B,default,0,,Psychology,non psychology expert,215,0,90,305,70.49
llama3,8B,default,0,,Psychology,psychology student,231,0,74,305,75.74
llama3,8B,default,0,,Psychology,person,220,0,85,305,72.13
llama3,8B,default,0,,Thermodynamics,thermodynamics expert,40,0,129,169,23.67
llama3,8B,default,0,,Thermodynamics,non thermodynamics expert,26,0,143,169,15.38
llama3,8B,default,0,,Thermodynamics,thermodynamics student,38,0,131,169,22.49
llama3,8B,default,0,,Thermodynamics,person,33,0,136,169,19.53
llama3,8B,default,0,,TransportPhenomena,transportphenomena expert,35,0,113,148,23.65
llama3,8B,default,0,,TransportPhenomena,non transportphenomena expert,32,0,116,148,21.62
llama3,8B,default,0,,TransportPhenomena,transportphenomena student,36,0,112,148,24.32
llama3,8B,default,0,,TransportPhenomena,person,32,0,116,148,21.62
llama3,8B,default,0,,abstract algebra,abstract algebra expert,19,0,64,83,22.89
llama3,8B,default,0,,abstract algebra,non abstract algebra expert,18,0,65,83,21.69
llama3,8B,default,0,,abstract algebra,abstract algebra student,21,0,62,83,25.3
llama3,8B,default,0,,abstract algebra,person,21,0,62,83,25.3
llama3,8B,default,0,,anatomy,anatomy expert,33,0,46,79,41.77
llama3,8B,default,0,,anatomy,non anatomy expert,29,0,50,79,36.71
llama3,8B,default,0,,anatomy,anatomy student,31,0,48,79,39.24
llama3,8B,default,0,,anatomy,person,32,0,47,79,40.51
llama3,8B,default,0,,astronomy,astronomy expert,33,0,47,80,41.25
llama3,8B,default,0,,astronomy,non astronomy expert,26,0,54,80,32.5
llama3,8B,default,0,,astronomy,astronomy student,31,0,49,80,38.75
llama3,8B,default,0,,astronomy,person,28,0,52,80,35.0
llama3,8B,default,0,,atkins,atkins expert,20,0,81,101,19.8
llama3,8B,default,0,,atkins,non atkins expert,21,0,80,101,20.79
llama3,8B,default,0,,atkins,atkins student,20,0,81,101,19.8
llama3,8B,default,0,,atkins,person,17,0,84,101,16.83
llama3,8B,default,0,,business ethics,business ethics expert,21,0,22,43,48.84
llama3,8B,default,0,,business ethics,non business ethics expert,18,0,25,43,41.86
llama3,8B,default,0,,business ethics,business ethics student,21,0,22,43,48.84
llama3,8B,default,0,,business ethics,person,20,0,23,43,46.51
llama3,8B,default,0,,calculus,calculus expert,9,0,31,40,22.5
llama3,8B,default,0,,calculus,non calculus expert,6,0,34,40,15.0
llama3,8B,default,0,,calculus,calculus student,9,0,31,40,22.5
llama3,8B,default,0,,calculus,person,5,0,35,40,12.5
llama3,8B,default,0,,chemmc,chemmc expert,11,0,22,33,33.33
llama3,8B,default,0,,chemmc,non chemmc expert,10,0,23,33,30.3
llama3,8B,default,0,,chemmc,chemmc student,10,0,23,33,30.3
llama3,8B,default,0,,chemmc,person,10,0,23,33,30.3
llama3,8B,default,0,,class,class expert,9,0,36,45,20.0
llama3,8B,default,0,,class,non class expert,8,0,37,45,17.78
llama3,8B,default,0,,class,class student,8,0,37,45,17.78
llama3,8B,default,0,,class,person,10,0,35,45,22.22
llama3,8B,default,0,,clinical knowledge,clinical knowledge expert,39,0,33,72,54.17
llama3,8B,default,0,,clinical knowledge,non clinical knowledge expert,35,0,37,72,48.61
llama3,8B,default,0,,clinical knowledge,clinical knowledge student,33,0,39,72,45.83
llama3,8B,default,0,,clinical knowledge,person,30,0,42,72,41.67
llama3,8B,default,0,,college biology,college biology expert,38,0,41,79,48.1
llama3,8B,default,0,,college biology,non college biology expert,40,0,39,79,50.63
llama3,8B,default,0,,college biology,college biology student,38,0,41,79,48.1
